County,Cases1,Deaths2,Negatives3
Baker,1,0,242
Benton,56,5,3813
Clackamas,317,11,12196
Clatsop,45,0,1571
Columbia,16,0,1600
Coos,31,0,1604
Crook,6,0,604
Curry,7,0,370
Deschutes,127,0,5842
Douglas,27,0,2826
Gilliam,0,0,59
Grant,1,0,105
Harney,1,0,232
Hood River,22,0,1114
Jackson,67,0,7118
Jefferson,44,0,991
Josephine,24,1,2330
Klamath,44,0,3641
Lake,2,0,140
Lane,77,3,11475
Lincoln,17,0,1584
Linn,118,9,4218
Malheur,32,0,731
Marion,981,26,9995
Morrow,12,0,187
Multnomah,1181,61,27625
Polk,100,12,1940
Sherman,1,0,79
Tillamook,6,0,738
Umatilla,121,3,1722
Union,6,0,445
Wallowa,2,0,145
Wasco,26,1,1257
Washington,747,18,18189
Wheeler,0,0,98
Yamhill,70,7,3023
Total,4335,157,129849
