Updated_2/10/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"148,475"
Total deaths,"2,044"
Positive tests,"195,355"
Negative tests,"3,148,872"
Total tests,"3,344,227"
