Updated_3/16/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"160,050"
Total deaths,"2,346"
Positive tests,"231,821"
Negative tests,"3,757,486"
Total tests,"3,989,307"
