Updated_12/14/2020_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"95,010"
Total deaths,"1,161"
Positive tests,"133,562"
Negative tests,"2,171,369"
Total tests,"2,304,931"
