County,Cases1,Deaths2,Negatives3
Baker,98,2,1799
Benton,328,6,13474
Clackamas,2466,63,61965
Clatsop,221,0,5728
Columbia,184,1,7103
Coos,160,0,7054
Crook,63,1,2598
Curry,32,0,1844
Deschutes,873,12,30367
Douglas,243,4,13013
Gilliam,8,0,281
Grant,10,0,908
Harney,12,0,824
Hood River,252,0,5049
Jackson,1190,6,34130
Jefferson,545,8,4812
Josephine,204,2,12129
Klamath,290,2,10290
Lake,34,0,897
Lane,1293,17,65320
Lincoln,481,13,8760
Linn,532,13,16812
Malheur,1650,30,5335
Marion,4779,96,48820
Morrow,513,6,1793
Multnomah,7274,140,144420
Polk,535,15,9182
Sherman,18,0,339
Tillamook,53,0,3091
Umatilla,3004,41,13320
Union,446,2,4367
Wallowa,33,1,1002
Wasco,296,4,5130
Washington,4615,60,92876
Wheeler,0,0,164
Yamhill,774,14,17333
Total,33509,559,652364
