County,Cases1,Deaths2,Negatives3
Baker,3,0,128
Benton,51,5,3119
Clackamas,277,9,8173
Clatsop,36,0,1006
Columbia,16,0,1094
Coos,30,0,963
Crook,1,0,363
Curry,4,0,238
Deschutes,94,0,3331
Douglas,25,0,1647
Gilliam,0,0,38
Grant,1,0,86
Harney,1,0,114
Hood River,14,0,793
Jackson,50,0,5160
Jefferson,24,0,565
Josephine,25,1,1459
Klamath,41,0,2735
Lake,0,0,97
Lane,61,2,6753
Lincoln,7,0,1004
Linn,109,8,2895
Malheur,17,0,418
Marion,797,23,6269
Morrow,12,0,125
Multnomah,957,55,18925
Polk,92,9,1237
Sherman,1,0,50
Tillamook,6,0,483
Umatilla,91,2,1201
Union,5,0,193
Wallowa,2,0,70
Wasco,16,1,848
Washington,620,15,12225
Wheeler,0,0,71
Yamhill,55,7,2089
Total,3541,137,85965
