Updated_4/27/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"182,040"
Total deaths,"2,488"
Positive tests,"262,881"
Negative tests,"4,370,688"
Total tests,"4,633,569"
