Updated_1/6/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"120,223"
Total deaths,"1,558"
Positive tests,"163,030"
Negative tests,"2,578,086"
Total tests,"2,741,116"
