Updated_6/14/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"205,154"
Total deaths,"2,730"
Positive tests,"297,720"
Negative tests,"4,970,297"
Total tests,"5,268,017"
