County,Cases1,Deaths2,Negatives3
Baker,15,0,736
Benton,129,6,7241
Clackamas,1156,33,32010
Clatsop,67,0,3115
Columbia,63,0,3774
Coos,70,0,3332
Crook,30,1,1364
Curry,10,0,858
Deschutes,378,1,14408
Douglas,90,1,6622
Gilliam,2,0,137
Grant,1,0,449
Harney,5,0,490
Hood River,135,0,3147
Jackson,247,0,15669
Jefferson,214,0,2643
Josephine,74,1,5623
Klamath,156,1,6179
Lake,30,0,391
Lane,401,3,32604
Lincoln,371,8,5688
Linn,198,10,8876
Malheur,517,6,2638
Marion,2210,62,24445
Morrow,205,1,944
Multnomah,3631,76,73701
Polk,207,12,3799
Sherman,8,0,216
Tillamook,23,0,1776
Umatilla,1438,10,6970
Union,385,2,2145
Wallowa,18,1,556
Wasco,131,3,2850
Washington,2276,22,46697
Wheeler,0,0,131
Yamhill,248,9,7900
Total,15139,269,330124
