County,Cases1,Deaths2,Negatives3
Baker,1,0,405
Benton,68,5,5746
Clackamas,632,23,19837
Clatsop,46,0,2096
Columbia,26,0,2397
Coos,37,0,2352
Crook,9,0,911
Curry,7,0,627
Deschutes,149,0,9343
Douglas,34,0,4460
Gilliam,0,0,84
Grant,1,0,172
Harney,1,0,357
Hood River,89,0,2149
Jackson,92,0,10519
Jefferson,81,0,1711
Josephine,26,1,3590
Klamath,95,0,4586
Lake,6,0,220
Lane,107,3,19576
Lincoln,292,1,3809
Linn,129,9,6197
Malheur,53,1,1100
Marion,1365,35,14901
Morrow,35,1,324
Multnomah,1893,68,43670
Polk,131,12,2622
Sherman,1,0,136
Tillamook,7,0,1080
Umatilla,298,4,2712
Union,282,0,1281
Wallowa,8,0,364
Wasco,52,1,2014
Washington,1120,20,27382
Wheeler,0,0,113
Yamhill,101,8,4595
Total,7274,192,"203,438"
