Updated_12/16/2020_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"97,622"
Total deaths,"1,262"
Positive tests,"136,871"
Negative tests,"2,231,538"
Total tests,"2,368,409"
