Updated_7/2/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"209,035"
Total deaths,"2,781"
Positive tests,"303,030"
Negative tests,"5,136,027"
Total tests,"5,439,057"
