Updated_3/22/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"161,706"
Total deaths,"2,365"
Positive tests,"234,372"
Negative tests,"3,839,124"
Total tests,"4,073,496"
