Updated_1/15/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"131,258"
Total deaths,"1,758"
Positive tests,"175,006"
Negative tests,"2,744,560"
Total tests,"2,919,566"
