Updated_4/9/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"169,338"
Total deaths,"2,440"
Positive tests,"244,719"
Negative tests,"4,074,684"
Total tests,"4,319,403"
