Updated_3/15/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"159,788"
Total deaths,"2,324"
Positive tests,"231,335"
Negative tests,"3,739,372"
Total tests,"3,970,707"
