County,Cases1,Deaths2,Negatives3
Baker,37,0,1011
Benton,161,6,8487
Clackamas,1484,38,39627
Clatsop,83,0,3685
Columbia,90,0,4501
Coos,90,0,4026
Crook,43,1,1751
Curry,14,0,1054
Deschutes,567,8,18538
Douglas,145,1,8134
Gilliam,4,0,193
Grant,3,0,534
Harney,10,0,577
Hood River,178,0,3737
Jackson,437,1,19397
Jefferson,341,3,3330
Josephine,110,2,6914
Klamath,200,1,7346
Lake,32,0,512
Lane,552,3,42619
Lincoln,411,9,6823
Linn,265,10,10897
Malheur,734,12,3298
Marion,2789,68,30959
Morrow,329,3,1166
Multnomah,4653,93,91031
Polk,301,12,5053
Sherman,15,0,256
Tillamook,34,0,2099
Umatilla,2167,26,9286
Union,392,2,2508
Wallowa,19,1,694
Wasco,178,3,3618
Washington,2943,24,58512
Wheeler,0,0,137
Yamhill,413,12,9716
Total,20225,339,412037
