County,Cases1,Deaths2,Negatives3
Baker,77,2,1387
Benton,217,6,10787
Clackamas,2003,56,52381
Clatsop,96,0,4890
Columbia,132,1,5982
Coos,122,0,5553
Crook,55,1,2322
Curry,21,0,1335
Deschutes,698,11,24684
Douglas,180,3,10542
Gilliam,4,0,244
Grant,8,0,776
Harney,12,0,714
Hood River,236,0,4504
Jackson,853,3,24740
Jefferson,467,7,4253
Josephine,162,2,9248
Klamath,235,2,8944
Lake,29,0,727
Lane,747,6,54461
Lincoln,467,13,7829
Linn,393,13,14003
Malheur,1219,20,4353
Marion,3920,81,40817
Morrow,447,3,1530
Multnomah,6142,120,121819
Polk,437,15,7506
Sherman,18,0,307
Tillamook,38,0,2670
Umatilla,2721,38,11832
Union,419,2,3018
Wallowa,23,1,854
Wasco,212,3,4374
Washington,3877,47,79512
Wheeler,0,0,155
Yamhill,649,14,14736
Total,27336,470,543789
