County,Cases1,Deaths2,Negatives3
Baker,70,2,1364
Benton,213,6,10510
Clackamas,1953,56,51027
Clatsop,95,0,4798
Columbia,130,1,5857
Coos,116,0,5435
Crook,55,1,2276
Curry,20,0,1308
Deschutes,693,11,24270
Douglas,177,3,10342
Gilliam,4,0,244
Grant,8,0,749
Harney,12,0,696
Hood River,234,0,4421
Jackson,811,2,24070
Jefferson,457,7,4192
Josephine,154,2,8890
Klamath,235,2,8850
Lake,30,0,697
Lane,717,6,53101
Lincoln,466,13,7673
Linn,389,12,13621
Malheur,1179,19,4163
Marion,3830,80,39941
Morrow,437,3,1498
Multnomah,6007,118,118596
Polk,425,14,7277
Sherman,17,0,305
Tillamook,38,0,2621
Umatilla,2680,37,11623
Union,419,2,2941
Wallowa,22,1,832
Wasco,207,3,4307
Washington,3783,44,77436
Wheeler,0,0,152
Yamhill,630,14,14432
Total,26713,459,530515
