County,Cases1,Deaths2,Negatives3
Baker,111,2,2059
Benton,411,6,16171
Clackamas,2839,65,69430
Clatsop,235,0,6323
Columbia,236,1,7996
Coos,200,0,8029
Crook,75,1,2848
Curry,55,0,2117
Deschutes,1010,13,34751
Douglas,301,4,14367
Gilliam,11,0,335
Grant,10,0,984
Harney,13,0,892
Hood River,268,0,5518
Jackson,1430,6,38102
Jefferson,590,8,5298
Josephine,254,2,13399
Klamath,392,3,11156
Lake,35,0,995
Lane,1957,22,72956
Lincoln,507,13,9392
Linn,716,14,18968
Malheur,1812,34,5897
Marion,5353,104,54911
Morrow,533,6,1943
Multnomah,8280,149,162135
Polk,606,15,10663
Sherman,18,0,368
Tillamook,66,0,3373
Umatilla,3225,42,14474
Union,455,2,4778
Unknown,0,0,1
Wallowa,38,1,1092
Wasco,329,15,5581
Washington,5241,68,103842
Wheeler,1,0,176
Yamhill,912,15,19431
Total,38525,611,730751
