County,Cases1,Deaths2,Negatives3
Baker,90,2,1537
Benton,280,6,12176
Clackamas,2273,61,57026
Clatsop,121,0,5318
Columbia,153,1,6641
Coos,142,0,6491
Crook,60,1,2482
Curry,30,0,1719
Deschutes,777,12,28372
Douglas,211,3,12253
Gilliam,8,0,265
Grant,8,0,864
Harney,12,0,768
Hood River,245,0,4792
Jackson,1057,4,31932
Jefferson,513,8,4511
Josephine,186,2,11366
Klamath,275,2,9890
Lake,28,0,856
Lane,991,15,60645
Lincoln,473,13,8420
Linn,468,13,15605
Malheur,1539,23,4851
Marion,4466,90,45444
Morrow,490,6,1687
Multnomah,6853,133,133888
Polk,503,15,8461
Sherman,18,0,328
Tillamook,49,0,2933
Umatilla,2916,41,12711
Union,435,2,3423
Wallowa,28,1,931
Wasco,244,3,4796
Washington,4315,58,87792
Wheeler,0,0,160
Yamhill,738,14,16469
Total,30995,529,607803
