Updated_5/24/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"198,972"
Total deaths,"2,624"
Positive tests,"288,414"
Negative tests,"4,765,203"
Total tests,"5,053,617"
