County,Cases1,Deaths2
Baker,587,5
Benton,1868,14
Clackamas,12310,142
Clatsop,727,5
Columbia,1093,19
Coos,1055,16
Crook,679,15
Curry,327,5
Deschutes,5339,43
Douglas,1834,48
Gilliam,53,1
Grant,217,1
Harney,193,6
Hood River,1004,23
Jackson,7291,98
Jefferson,1750,25
Josephine,1906,36
Klamath,2597,50
Lake,266,5
Lane,8971,113
Lincoln,1051,17
Linn,3263,50
Malheur,3241,56
Marion,17036,255
Morrow,974,11
Multnomah,29676,474
OutOfState-Brad,1,0
Polk,2632,41
Sherman,48,0
Tillamook,374,2
Umatilla,7082,74
Union,1163,17
Wallowa,100,3
Wasco,1140,23
Washingotn,1,0
Washington,19549,184
Wheeler,20,1
Yamhill,3366,52
Total,140784,1930
