Updated_4/19/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"175,592"
Total deaths,"2,460"
Positive tests,"253,681"
Negative tests,"4,230,064"
Total tests,"4,483,745"
