County,Cases1,Deaths2,Negatives3
Baker,101,2,1880
Benton,351,6,14406
Clackamas,2567,63,63280
Clatsop,225,0,5921
Columbia,207,1,7374
Coos,179,0,7394
Crook,63,1,2690
Curry,32,0,1925
Deschutes,917,12,31938
Douglas,259,4,13441
Gilliam,8,0,297
Grant,10,0,926
Harney,12,0,837
Hood River,254,0,5131
Jackson,1267,6,35317
Jefferson,565,8,5030
Josephine,221,2,12501
Klamath,305,3,10588
Lake,33,0,933
Lane,1500,19,67620
Lincoln,485,13,8955
Linn,575,13,17371
Malheur,1699,30,5526
Marion,4976,99,50760
Morrow,522,6,1840
Multnomah,7576,144,148213
Polk,556,15,9679
Sherman,18,0,347
Tillamook,54,0,3176
Umatilla,3102,42,13635
Union,446,2,4552
Wallowa,33,1,1030
Wasco,306,5,5269
Washington,4810,61,96183
Wheeler,0,0,166
Yamhill,815,14,17797
Total,35049,572,673963
