Updated_1/27/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"140,063"
Total deaths,"1,924"
Positive tests,"185,233"
Negative tests,"2,937,471"
Total tests,"3,122,704"
