Updated_6/7/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"203,374"
Total deaths,"2,694"
Positive tests,"294,892"
Negative tests,"4,918,748"
Total tests,"5,213,640"
