County,Cases1,Deaths2
Baker,733,12
Benton,2557,18
Clackamas,14200,196
Clatsop,836,7
Columbia,1356,24
Coos,1869,28
Crook,803,18
Curry,536,8
Deschutes,6316,70
Douglas,2861,59
Gilliam,54,1
Grant,272,4
Harney,287,6
Hood River,1084,29
Jackson,9159,120
Jefferson,2011,31
Josephine,2766,59
Klamath,2978,56
Lake,400,6
Lane,10718,141
Lincoln,1204,20
Linn,3802,60
Malheur,3392,58
Marion,19298,296
Morrow,1061,14
Multnomah,33076,558
Polk,3202,48
Sherman,53,0
Tillamook,500,2
Umatilla,7859,82
Union,1368,20
Wallowa,147,5
Wasco,1243,27
Washington,22214,221
Wheeler,25,1
Yamhill,3924,70
Total,164164,2375
