Updated_5/6/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"189,162"
Total deaths,"2,514"
Positive tests,"272,244"
Negative tests,"4,503,878"
Total tests,"4,776,122"
