County,Cases1,Deaths2
Baker,551,5
Benton,1659,13
Clackamas,11499,135
Clatsop,661,4
Columbia,1015,18
Coos,926,14
Crook,585,9
Curry,317,5
Deschutes,4846,33
Douglas,1650,43
Gilliam,47,1
Grant,213,1
Harney,168,4
Hood River,935,21
Jackson,6806,82
Jefferson,1675,25
Josephine,1689,31
Klamath,2366,34
Lake,228,5
Lane,8127,107
Lincoln,973,17
Linn,3065,42
Malheur,3118,51
Marion,15972,233
Morrow,919,10
Multnomah,28030,454
Polk,2389,38
Sherman,47,0
Tillamook,357,2
Umatilla,6641,67
Union,1095,16
Wallowa,94,3
Wasco,1051,23
Washington,18386,166
Wheeler,19,1
Yamhill,3139,45
Total,131258,1758
