Updated_2/23/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"153,645"
Total deaths,"2,162"
Positive tests,"200,915"
Negative tests,"3,309,776"
Total tests,"3,510,691"
