County,Cases1,Deaths2,Negatives3
Baker,92,2,1551
Benton,294,6,12586
Clackamas,2346,61,58226
Clatsop,131,0,5409
Columbia,155,1,6840
Coos,149,0,6665
Crook,62,1,2507
Curry,31,0,1762
Deschutes,793,12,28778
Douglas,224,4,12473
Gilliam,8,0,271
Grant,9,0,876
Harney,12,0,780
Hood River,249,0,4849
Jackson,1109,4,32636
Jefferson,521,8,4555
Josephine,195,2,11599
Klamath,279,2,9999
Lake,29,0,864
Lane,1096,16,61966
Lincoln,476,13,8544
Linn,495,13,15980
Malheur,1589,26,4921
Marion,4569,92,46262
Morrow,494,6,1714
Multnomah,7022,136,135847
Polk,515,15,8594
Sherman,18,0,330
Tillamook,51,0,2989
Umatilla,2939,41,12863
Union,439,2,3532
Wallowa,28,1,958
Wasco,279,3,4871
Washington,4417,59,89182
Wheeler,0,0,161
Yamhill,750,13,16693
Total,31865,539,618633
